NXF5	NM_032946.2	NM_032946	7.0	NM_032946.2:7
AGBL1	NM_152336.4	NM_152336	2.0	NM_152336.4:2
ADAM10	NM_001110.4	NM_001110	13.0	NM_001110.4:13
PRLR	NM_000949.7	NM_000949	8.0	NM_000949.7:8
PRR36	NM_001190467.2	NM_001190467	1.0	NM_001190467.2:1
TRAPPC5	NM_001042462.2	NM_001042462	1.0	NM_001042462.2:1
PAQR3	NM_001040202.2	NM_001040202	1.0	NM_001040202.2:1
TOM1L2	NM_001082968.2	NM_001082968	1.0	NM_001082968.2:1
TRIM28	NM_005762.3	NM_005762	4.0	NM_005762.3:4
GMPR2	NM_001002002.3	NM_001002002	1.0	NM_001002002.3:1
LIN28B	NM_001004317.4	NM_001004317	2.0	NM_001004317.4:2
OR10K2	NM_001004476.1	NM_001004476	1.0	NM_001004476.1:1
OR4D11	NM_001004706.1	NM_001004706	1.0	NM_001004706.1:1
OR9I1	NM_001005212.4	NM_001005212	1.0	NM_001005212.4:1
ATP6V1C2	NM_001039362.2	NM_001039362	3.0	NM_001039362.2:3
ZNF112	NM_001348281.1	NM_001348281	3.0	NM_001348281.1:3
NTNG1	NM_014917.4	NM_014917	7.0	NM_014917.4:7
FAM53C	NM_016605.3	NM_016605	1.0	NM_016605.3:1
ZNF541	NM_001277075.3	NM_001277075	1.0	NM_001277075.3:1
GPX5	NM_003996.3	NM_003996	1.0	NM_003996.3:1
GCLM	NM_002061.4	NM_002061	1.0	NM_002061.4:1
PDE9A	NM_002606.3	NM_002606	3.0	NM_002606.3:3
PLD2	NM_002663.5	NM_002663	12.0	NM_002663.5:12
PRKACA	NM_002730.4	NM_002730	11.0	NM_002730.4:11;NM_002730.3:1
TK1	NM_003258.5	NM_003258	2.0	NM_003258.5:2
TRAPPC10	NM_003274.5	NM_003274	3.0	NM_003274.5:3
ZFP37	NM_003408.3	NM_003408	1.0	NM_003408.3:1
RAE1	NM_003610.4	NM_003610	2.0	NM_003610.4:2
TNFRSF14	NM_003820.3	NM_003820	35.0	NM_003820.3:35
GBP2	NM_004120.5	NM_004120	1.0	NM_004120.5:1
ABCC5	NM_005688.4	NM_005688	3.0	NM_005688.4:3
CEBPZ	NM_005760.3	NM_005760	2.0	NM_005760.3:2
LRRFIP2	NM_006309.4	NM_006309	3.0	NM_006309.4:3
ST3GAL2	NM_006927.4	NM_006927	1.0	NM_006927.4:1
SP140	NM_007237.5	NM_007237	8.0	NM_007237.5:8
OR1N1	NM_012363.1	NM_012363	1.0	NM_012363.1:1
MYLPF	NM_013292.5	NM_013292	5.0	NM_013292.5:5
FXYD5	NM_014164.6	NM_014164	1.0	NM_014164.6:1
MTFR1	NM_014637.4	NM_014637	1.0	NM_014637.4:1
ABLIM3	NM_001301015.3	NM_001301015	5.0	NM_001301015.3:5
ZHX3	NM_015035.4	NM_015035	1.0	NM_015035.4:1
COBL	NM_015198.5	NM_015198	7.0	NM_015198.5:7
DPCD	NM_015448.3	NM_015448	1.0	NM_015448.3:1
CDH9	NM_016279.4	NM_016279	4.0	NM_016279.4:4
ZNF219	NM_016423.3	NM_016423	1.0	NM_016423.3:1
MYH4	NM_017533.2	NM_017533	8.0	NM_017533.2:8
DCHS2	NM_001358235.2	NM_001358235	2.0	NM_001358235.2:2
MTMR8	NM_017677.4	NM_017677	1.0	NM_017677.4:1
PRPF38B	NM_018061.4	NM_018061	3.0	NM_018061.4:3
ADAP2	NM_018404.3	NM_018404	1.0	NM_018404.3:1
PCDHA2	NM_018905.3	NM_018905	1.0	NM_018905.3:1
PCDHGC3	NM_002588.4	NM_002588	5.0	NM_002588.4:5
ADCY2	NM_020546.3	NM_020546	3.0	NM_020546.3:3
SCAF4	NM_020706.2	NM_020706	1.0	NM_020706.2:1
ARRDC3	NM_020801.4	NM_020801	3.0	NM_020801.4:3
RELCH	NM_001346231.2	NM_001346231	3.0	NM_001346231.2:3
RUSF1	NM_022744.4	NM_022744	1.0	NM_022744.4:1
CCDC15	NM_025004.3	NM_025004	3.0	NM_025004.3:3
ZNF606	NM_025027.4	NM_025027	5.0	NM_025027.4:5
TRIM8	NM_030912.2	NM_030912	2.0	NM_030912.2:2
METTL25	NM_032230.3	NM_032230	1.0	NM_032230.3:1
L3MBTL3	NM_032438.4	NM_032438	4.0	NM_032438.4:4
GBP5	NM_052942.4	NM_052942	3.0	NM_052942.4:3
NIBAN1	NM_052966.4	NM_052966	4.0	NM_052966.4:4
VIT	NM_053276.4	NM_053276	3.0	NM_053276.4:3
C20orf141	NM_001256538.2	NM_001256538	1.0	NM_001256538.2:1
TMEM132D	NM_133448.3	NM_133448	11.0	NM_133448.3:11
FAM114A1	NM_138389.4	NM_138389	1.0	NM_138389.4:1
ARMC12	NM_001286574.2	NM_001286574	2.0	NM_001286574.2:2
CCL23	NM_005064.6	NM_005064	1.0	NM_005064.6:1
DGKD	NM_152879.3	NM_152879	23.0	NM_152879.3:23
ADGRF4	NM_153838.4	NM_153838	1.0	NM_153838.4:1
SPAG8	NM_001039592.2	NM_001039592	9.0	NM_001039592.2:9;NM_172312.2:1
TDRD5	NM_001199085.3	NM_001199085	4.0	NM_001199085.3:4
ITPRID1	NM_194300.4	NM_194300	1.0	NM_194300.4:1
CENATAC	NM_198489.3	NM_198489	1.0	NM_198489.3:1
KIRREL2	NM_199180.4	NM_199180	2.0	NM_199180.4:2
ANKRD13D	NM_001347901.2	NM_001347901	1.0	NM_001347901.2:1
RFX4	NM_213594.3	NM_213594	5.0	NM_213594.3:5;NM_213594.2:1
TMTC4	NM_032813.5	NM_032813	1.0	NM_032813.5:1
HCN3	NM_020897.3	NM_020897	1.0	NM_020897.3:1
ZCCHC12	NM_173798.4	NM_173798	3.0	NM_173798.4:3
H19	NR_131224.1	NR_131224	8.0	NR_131224.1:8
FABP3	NM_004102.5	NM_004102	9.0	NM_004102.5:9
SNX19	NM_014758.2	NM_014758	8.0	NM_014758.2:8
WDR34	NM_052844.3	NM_052844	1.0	NM_052844.3:1
FABP5	NM_001444.3	NM_001444	4.0	NM_001444.3:4
FABP7	NM_001446.5	NM_001446	3.0	NM_001446.5:3
DISC1	NM_018662.3	NM_018662	41.0	NM_018662.3:41
ZDHHC3	NM_001135179.2	NM_001135179	4.0	NM_001135179.2:4
FYN	NM_002037.5	NM_002037	12.0	NM_002037.5:12
PTPN5	NM_006906.2	NM_006906	16.0	NM_006906.2:16
PPP1CA	NM_002708.4	NM_002708	3.0	NM_002708.4:3
PPP1CC	NM_002710.4	NM_002710	3.0	NM_002710.4:3
DAOA	NM_001161814.1	NM_001161814	9.0	NM_001161814.1:9
PPP1R1B	NM_032192.4	NM_032192	6.0	NM_032192.4:6
CYP4F3	NM_000896.3	NM_000896	9.0	NM_000896.3:9
SPANXN4	NM_001009613.3	NM_001009613	1.0	NM_001009613.3:1
KIF13A	NM_022113.6	NM_022113	9.0	NM_022113.6:9
MYOCD	NM_001146312.2	NM_001146312	6.5	NM_001146312.2:13;NM_153604.3:2
NRCAM	NM_001037132.4	NM_001037132	9.0	NM_001037132.4:9
CD63	NM_001257389.1	NM_001257389	2.0	NM_001257389.1:2;NM_001780.5:1
NEO1	NM_002499.4	NM_002499	6.0	NM_002499.4:6
PTPRZ1	NM_002851.3	NM_002851	12.0	NM_002851.3:12
STAT6	NM_003153.5	NM_003153	12.0	NM_003153.5:12
TNFRSF10A	NM_003844.4	NM_003844	15.0	NM_003844.4:15
GABRE	NM_004961.4	NM_004961	8.0	NM_004961.4:8
HNRNPM	NM_005968.5	NM_005968	7.0	NM_005968.5:7
DMBT1	NM_007329.2	NM_007329	16.0	NM_007329.2:16
TBC1D8B	NM_017752.3	NM_017752	3.0	NM_017752.3:3
WDR6	NM_018031.6	NM_018031	2.0	NM_018031.6:2
NUP133	NM_018230.3	NM_018230	5.0	NM_018230.3:5
WDR44	NM_019045.5	NM_019045	2.0	NM_019045.5:2
TAF7L	NM_024885.4	NM_024885	5.0	NM_024885.4:5
SH3KBP1	NM_031892.3	NM_031892	4.0	NM_031892.3:4
PAPOLA	NM_032632.4	NM_032632	5.0	NM_032632.4:5
CGNL1	NM_001252335.2	NM_001252335	7.0	NM_001252335.2:7
KRT82	NM_033033.3	NM_033033	1.0	NM_033033.3:1
GABRG3	NM_033223.5	NM_033223	7.0	NM_033223.5:7
ADAM15	NM_207197.3	NM_207197	3.0	NM_207197.3:3
KRT39	NM_213656.4	NM_213656	1.0	NM_213656.4:1
DCXR	NM_016286.4	NM_016286	3.0	NM_016286.4:3
EIF4A3	NM_014740.4	NM_014740	9.0	NM_014740.4:9
ITGB1BP2	NM_012278.4	NM_012278	6.0	NM_012278.4:6
SERPINB7	NM_003784.4	NM_003784	6.0	NM_003784.4:6
ZNF582	NM_001320371.2	NM_001320371	3.0	NM_001320371.2:3
NOD1	NM_006092.4	NM_006092	16.0	NM_006092.4:32;NM_006092.3:2;NM_001354849.1:1
NLRX1	NM_001282144.2	NM_001282144	4.5	NM_001282144.2:27;NM_001282358.1:6
NLRP10	NM_176821.4	NM_176821	5.0	NM_176821.4:10;NM_176821.3:2
NLRC3	NM_178844.4	NM_178844	5.8	NM_178844.4:35;NM_178844.3:6
NLRC5	NM_032206.4	NM_032206	18.0	NM_032206.4:72;NM_001330552.1:4
NLRP11	NM_145007.3	NM_145007	18.0	NM_145007.3:18
NLRP4	NM_134444.5	NM_134444	20.0	NM_134444.5:20;NM_134444.4:1
NLRP8	NM_176811.2	NM_176811	15.0	NM_176811.2:15
NLRP2	NM_017852.5	NM_017852	43.0	NM_017852.5:43
NLRP13	NM_001321057.1	NM_001321057	19.0	NM_001321057.1:19
TLR6	NM_006068.4	NM_006068	10.0	NM_006068.4:10
LTA4H	NM_000895.3	NM_000895	6.0	NM_000895.3:6;NM_000895.2:1;NM_001256643.1:1
ALOX5AP	NM_001629.3	NM_001629	3.0	NM_001629.3:3
BNC2	NM_017637.6	NM_017637	30.0	NM_017637.6:30
ARHGAP10	NM_024605.4	NM_024605	11.0	NM_024605.4:11
YAP1	NM_001130145.3	NM_001130145	17.0	NM_001130145.3:17
GSC	NM_173849.2	NM_173849	14.0	NM_173849.2:14
KRT6C	NM_173086.5	NM_173086	15.0	NM_173086.5:15
BGLAP	NM_198406.3	NM_198406	1.0	NM_198406.3:1;NM_199173.6:1
CD44	NM_000610.4	NM_000610	32.0	NM_000610.4:32
NUCB2	NM_005013.2	NM_005013	2.0	NM_005013.2:2;NM_001352663.1:1;NM_001330227.2:1;NM_005013.4:1
NUP155	NM_153485.3	NM_153485	12.0	NM_153485.3:12
ZP1	NM_207341.3	NM_207341	7.0	NM_207341.3:7
XRCC4	NM_003401.5	NM_003401	23.0	NM_003401.5:23
HBS1L	NM_006620.4	NM_006620	5.0	NM_006620.4:5;NM_006620.3:1
CBR4	NM_001166108.2	NM_001166108	4.0	NM_001166108.2:4
KIZ	NM_018474.6	NM_018474	37.0	NM_018474.6:37
NLRP9	NM_176820.4	NM_176820	19.0	NM_176820.4:19
CCNF	NM_001761.3	NM_001761	11.5	NM_001761.3:23;NM_001199107.2:2
AKR1C3	NM_003739.6	NM_003739	8.0	NM_003739.6:8
KCNK17	NM_031460.4	NM_031460	6.0	NM_031460.4:6
BCL6	NM_001706.5	NM_001706	16.0	NM_001706.5:16
CBLB	NM_170662.5	NM_170662	18.0	NM_170662.5:18;NM_001321790.2:1
ECT2L	NM_001077706.2	NM_001077706	33.0	NM_001077706.2:33
TENT5C	NM_017709.4	NM_017709	8.0	NM_017709.4:8
AOPEP	NM_000136.3	NM_000136	3.0	NM_000136.3:3;NM_032823.5:1
FIP1L1	NM_030917.4	NM_030917	5.0	NM_030917.4:5
C12orf43	NM_022895.3	NM_022895	1.0	NM_022895.3:1
PRDM1	NM_001198.4	NM_001198	21.0	NM_001198.4:21
ZRSR2	NM_005089.3	NM_005089	5.0	NM_005089.3:5
KDM5A	NM_001042603.3	NM_001042603	22.0	NM_001042603.3:22
UBE2B	NM_003337.4	NM_003337	1.0	NM_003337.4:1
WDR5	NM_017588.3	NM_017588	1.0	NM_017588.3:1
RNF20	NM_019592.7	NM_019592	5.0	NM_019592.7:5
USP44	NM_032147.5	NM_032147	6.0	NM_032147.5:6
TAF4B	NM_005640.3	NM_005640	15.0	NM_005640.3:15
NCAPH2	NM_152299.4	NM_152299	6.0	NM_152299.4:6
ABCA5	NM_172232.4	NM_172232	30.0	NM_172232.4:30
SCLT1	NM_144643.4	NM_144643	18.0	NM_144643.4:18
TBC1D32	NM_152730.6	NM_152730	24.0	NM_152730.6:24
RPL21	NM_000982.3	NM_000982	1.0	NM_000982.3:1
SLC24A4	NM_153648.3	NM_153648	32.0	NM_153648.3:32;NM_153646.4:1
CSNK1G1	NM_022048.5	NM_022048	1.0	NM_022048.5:1
KRT71	NM_033448.3	NM_033448	12.0	NM_033448.3:12
DHX38	NM_014003.4	NM_014003	60.0	NM_014003.4:60
FAM136A	NM_001329752.2	NM_001329752	2.0	NM_001329752.2:2
APOC1	NM_001645.3	NM_001645	1.0	NM_001645.3:1
FGF5	NM_004464.3	NM_004464	4.0	NM_004464.3:4
PCNA	NM_182649.2	NM_182649	10.0	NM_182649.2:10
PRPF4	NM_001244926.2	NM_001244926	11.0	NM_001244926.2:22;NM_004697.4:2
SPRTN	NM_032018.7	NM_032018	15.0	NM_032018.7:15
SALL2	NM_001364564.1	NM_001364564	12.0	NM_001364564.1:12
SS18L1	NM_198935.3	NM_198935	9.0	NM_198935.3:9
SLC39A5	NM_173596.3	NM_173596	11.0	NM_173596.3:11
ATOH7	NM_145178.4	NM_145178	9.0	NM_145178.4:9
LBP	NM_004139.5	NM_004139	13.0	NM_004139.5:13
CCDC170	NM_025059.4	NM_025059	7.0	NM_025059.4:7
PTPRF	NM_002840.5	NM_002840	34.0	NM_002840.5:34
BMS1	NM_014753.4	NM_014753	38.0	NM_014753.4:38
SASH1	NM_015278.5	NM_015278	26.0	NM_015278.5:26
CSRNP1	NM_033027.4	NM_033027	1.0	NM_033027.4:1
LRRC14B	NM_001080478.3	NM_001080478	1.0	NM_001080478.3:1
GOLGA4	NM_001172713.2	NM_001172713	6.0	NM_001172713.2:6
MST1	NM_020998.3	NM_020998	5.0	NM_020998.3:5
LPCAT1	NM_024830.5	NM_024830	3.0	NM_024830.5:3
ZNF660	NM_173658.4	NM_173658	1.0	NM_173658.4:1
FEZF1	NM_001024613.4	NM_001024613	18.0	NM_001024613.4:18
SLC27A3	NM_024330.4	NM_024330	9.0	NM_024330.4:9
PECAM1	NM_000442.5	NM_000442	1.0	NM_000442.5:1
RBSN	NM_022340.4	NM_022340	10.0	NM_022340.4:10
RBP1	NM_002899.5	NM_002899	2.0	NM_002899.5:2
HSD3B1	NM_000862.3	NM_000862	2.0	NM_000862.3:2
PDPR	NM_017990.5	NM_017990	2.0	NM_017990.5:2;NM_017990.4:1
INSL6	NM_007179.3	NM_007179	5.0	NM_007179.3:5
PPP3R1	NM_000945.4	NM_000945	1.0	NM_000945.4:1
SLC17A9	NM_022082.4	NM_022082	13.0	NM_022082.4:13
ZNF83	NM_001277945.1	NM_001277945	1.0	NM_001277945.1:1
TMEM72	NM_001123376.3	NM_001123376	1.0	NM_001123376.3:1
FOXF2	NM_001452.2	NM_001452	1.0	NM_001452.2:1
FHOD1	NM_013241.3	NM_013241	1.0	NM_013241.3:1
DYNC1LI1	NM_016141.4	NM_016141	1.0	NM_016141.4:1
PRR5	NM_181333.4	NM_181333	1.0	NM_181333.4:1
SLC19A1	NM_194255.4	NM_194255	13.0	NM_194255.4:13
SHMT1	NM_004169.5	NM_004169	14.0	NM_004169.5:14
PRC1	NM_003981.4	NM_003981	22.0	NM_003981.4:22
IRF4	NM_002460.4	NM_002460	5.0	NM_002460.4:5
AP1S3	NM_001039569.2	NM_001039569	2.0	NM_001039569.2:2
RDH11	NM_016026.4	NM_016026	14.0	NM_016026.4:14
SLC16A8	NM_013356.3	NM_013356	3.0	NM_013356.3:3;NM_013356.2:1
NDRG4	NM_001130487.1	NM_001130487	2.0	NM_001130487.1:2;NM_020465.3:1
TNNI3K	NM_015978.3	NM_015978	20.0	NM_015978.3:20
OLFML3	NM_020190.5	NM_020190	3.0	NM_020190.5:3
KPRP	NM_001025231.2	NM_001025231	3.0	NM_001025231.2:3
S100A3	NM_002960.2	NM_002960	1.0	NM_002960.2:1
INTS3	NM_023015.5	NM_023015	1.0	NM_023015.5:1
THBS3	NM_007112.5	NM_007112	1.0	NM_007112.5:1
PYHIN1	NM_152501.5	NM_152501	1.0	NM_152501.5:1
CADM3	NM_001127173.3	NM_001127173	1.0	NM_001127173.3:1
NECAP2	NM_018090.5	NM_018090	2.0	NM_018090.5:2
KLHL20	NM_014458.4	NM_014458	3.0	NM_014458.4:3
RASAL2	NM_170692.3	NM_170692	6.0	NM_170692.3:6;NM_004841.4:1
SHCBP1L	NM_030933.4	NM_030933	1.0	NM_030933.4:1
TMEM183A	NM_138391.6	NM_138391	1.0	NM_138391.6:1
CTSE	NM_001910.4	NM_001910	1.0	NM_001910.4:1
EIF4G3	NM_001198801.2	NM_001198801	2.0	NM_001198801.2:2
URB2	NM_014777.4	NM_014777	5.0	NM_014777.4:5
ZP4	NM_021186.4	NM_021186	6.0	NM_021186.4:6
OR14A16	NM_001001966.1	NM_001001966	1.0	NM_001001966.1:1
OR2T1	NM_030904.1	NM_030904	1.0	NM_030904.1:1
CSMD2	NM_052896.4	NM_052896	4.0	NM_052896.4:4
BEND5	NM_024603.4	NM_024603	1.0	NM_024603.4:1
PODN	NM_001199080.2	NM_001199080	1.0	NM_001199080.2:1
KCNF1	NM_002236.5	NM_002236	2.0	NM_002236.5:2
B3GALT1	NM_020981.3	NM_020981	1.0	NM_020981.3:1
OLA1	NM_013341.5	NM_013341	1.0	NM_013341.5:1
C2CD6	NM_001168221.2	NM_001168221	1.0	NM_001168221.2:1
RAPH1	NM_213589.3	NM_213589	1.0	NM_213589.3:1
CFAP65	NM_194302.4	NM_194302	18.0	NM_194302.4:18
GPR55	NM_005683.4	NM_005683	2.0	NM_005683.4:2
BABAM2	NM_199193.2	NM_199193	1.0	NM_199193.2:1
PLB1	NM_153021.5	NM_153021	39.0	NM_153021.5:39
ASPRV1	NM_152792.2	NM_152792	1.0	NM_152792.2:1
KDM3A	NM_018433.6	NM_018433	7.0	NM_018433.6:7
ITPRIPL1	NM_001163524.1	NM_001163524	1.0	NM_001163524.1:1
DPPA4	NM_018189.3	NM_018189	1.0	NM_018189.3:1
TRPC1	NM_001251845.2	NM_001251845	1.0	NM_001251845.2:1
NMD3	NM_001320227.1	NM_001320227	1.0	NM_001320227.1:1
WDR49	NM_001348951.2	NM_001348951	1.0	NM_001348951.2:1
SKIL	NM_005414.5	NM_005414	3.0	NM_005414.5:3
ZMAT3	NM_022470.4	NM_022470	1.0	NM_022470.4:1
ABCF3	NM_018358.2	NM_018358	1.0	NM_018358.2:1
LMLN	NM_001136049.2	NM_001136049	5.0	NM_001136049.2:5
ARPP21	NM_016300.4	NM_016300	1.0	NM_016300.4:1
ENTPD3	NM_001248.4	NM_001248	1.0	NM_001248.4:1
ZNF717	NM_001290208.3	NM_001290208	3.0	NM_001290208.3:3
OR5AC2	NM_054106.1	NM_054106	3.0	NM_054106.1:3
LARP1B	NM_018078.4	NM_018078	1.0	NM_018078.4:1
ABCE1	NM_002940.3	NM_002940	5.0	NM_002940.3:5
CDKN2AIP	NM_017632.4	NM_017632	1.0	NM_017632.4:1
TRIML1	NM_178556.5	NM_178556	1.0	NM_178556.5:1
POLN	NM_181808.4	NM_181808	4.0	NM_181808.4:4
GABRG1	NM_173536.4	NM_173536	2.0	NM_173536.4:2
SPATA18	NM_145263.4	NM_145263	4.0	NM_145263.4:4
ADAMTS3	NM_014243.3	NM_014243	13.0	NM_014243.3:13
TSPAN5	NM_005723.4	NM_005723	3.0	NM_005723.4:3
YTHDC2	NM_022828.5	NM_022828	10.0	NM_022828.5:10
TRIM34	NM_021616.6	NM_021616	1.0	NM_021616.6:1
GFRA3	NM_001496.4	NM_001496	2.0	NM_001496.4:2
PCDHB1	NM_013340.3	NM_013340	1.0	NM_013340.3:1
ARAP3	NM_022481.6	NM_022481	2.0	NM_022481.6:2
PLEKHG4B	NM_052909.5	NM_052909	8.0	NM_052909.5:8
MAML1	NM_014757.5	NM_014757	7.0	NM_014757.5:7
DHX29	NM_019030.4	NM_019030	2.0	NM_019030.4:2
ERBIN	NM_001253697.2	NM_001253697	12.0	NM_001253697.2:12
PDE7B	NM_018945.4	NM_018945	6.0	NM_018945.4:6
HEBP2	NM_014320.3	NM_014320	1.0	NM_014320.3:1
PLEKHG1	NM_001029884.3	NM_001029884	1.0	NM_001029884.3:1
ZNF184	NM_001318891.1	NM_001318891	2.0	NM_001318891.1:2
SCUBE3	NM_152753.4	NM_152753	5.0	NM_152753.4:5
BNIP5	NM_001010903.5	NM_001010903	1.0	NM_001010903.5:1
FGD2	NM_173558.4	NM_173558	10.0	NM_173558.4:10
BICRAL	NM_001318819.2	NM_001318819	1.0	NM_001318819.2:1
EXOC2	NM_018303.6	NM_018303	5.0	NM_018303.6:5
IBTK	NM_015525.4	NM_015525	3.0	NM_015525.4:3
FAXC	NM_032511.4	NM_032511	1.0	NM_032511.4:1
ZKSCAN1	NM_003439.4	NM_003439	1.0	NM_003439.4:1
COPS6	NM_006833.5	NM_006833	1.0	NM_006833.5:1
MUC17	NM_001040105.2	NM_001040105	1.0	NM_001040105.2:1
GRM8	NM_000845.3	NM_000845	32.0	NM_000845.3:32
HTR5A	NM_024012.3	NM_024012	6.0	NM_024012.3:6
PTPRN2	NM_002847.5	NM_002847	47.0	NM_002847.5:47
RBAK	NM_021163.4	NM_021163	1.0	NM_021163.4:1
VKORC1L1	NM_173517.6	NM_173517	1.0	NM_173517.6:1
HEPACAM2	NM_001039372.4	NM_001039372	4.0	NM_001039372.4:4
GNGT1	NM_021955.5	NM_021955	1.0	NM_021955.5:1
MTBP	NM_022045.5	NM_022045	9.0	NM_022045.5:9
PYCR3	NM_023078.6	NM_023078	1.0	NM_023078.6:1
BRF2	NM_018310.4	NM_018310	1.0	NM_018310.4:1
SGK3	NM_001033578.3	NM_001033578	1.0	NM_001033578.3:1
INTS8	NM_017864.4	NM_017864	9.0	NM_017864.4:9
PTPN3	NM_002829.4	NM_002829	2.0	NM_002829.4:2
KIF12	NM_138424.1	NM_138424	4.0	NM_138424.1:4
DPH7	NM_138778.5	NM_138778	1.0	NM_138778.5:1
CCDC171	NM_173550.4	NM_173550	4.0	NM_173550.4:4
CNTFR	NM_147164.3	NM_147164	1.0	NM_147164.3:1
IL33	NM_001314044.2	NM_001314044	6.0	NM_001314044.2:6
MAMDC2	NM_153267.5	NM_153267	5.0	NM_153267.5:5
PTPRD	NM_002839.4	NM_002839	28.0	NM_002839.4:28
PHF2	NM_005392.4	NM_005392	12.0	NM_005392.4:12
PKD2L1	NM_016112.3	NM_016112	16.0	NM_016112.3:16
PPRC1	NM_015062.5	NM_015062	2.0	NM_015062.5:2
SORCS1	NM_001013031.3	NM_001013031	11.0	NM_001013031.3:11
BTBD16	NM_144587.4	NM_144587	1.0	NM_144587.4:1
GPR26	NM_153442.4	NM_153442	4.0	NM_153442.4:4
ST8SIA6	NM_001004470.3	NM_001004470	1.0	NM_001004470.3:1
GDF10	NM_004962.5	NM_004962	3.0	NM_004962.5:3
FBH1	NM_001258452.1	NM_001258452	1.0	NM_001258452.1:1
FAM13C	NM_198215.4	NM_198215	1.0	NM_198215.4:1
ITIH5	NM_030569.7	NM_030569	4.0	NM_030569.7:4
PPP1R3C	NM_005398.7	NM_005398	1.0	NM_005398.7:1
SLC35G1	NM_001134658.3	NM_001134658	1.0	NM_001134658.3:1
SORBS1	NM_024991.3	NM_024991	10.0	NM_024991.3:10
ARHGAP20	NM_020809.3	NM_020809	1.0	NM_020809.3:1
USP28	NM_020886.4	NM_020886	2.0	NM_020886.4:2
ABCG4	NM_022169.5	NM_022169	4.0	NM_022169.5:4
ACRV1	NM_001612.6	NM_001612	1.0	NM_001612.6:1
NELL1	NM_006157.5	NM_006157	14.0	NM_006157.5:14
ANO9	NM_001012302.3	NM_001012302	3.0	NM_001012302.3:3
ATG13	NM_014741.4	NM_014741	3.0	NM_014741.4:3
OR4C12	NM_001005270.4	NM_001005270	1.0	NM_001005270.4:1
OR5L1	NM_001004738.2	NM_001004738	1.0	NM_001004738.2:1
OR8K3	NM_001005202.1	NM_001005202	1.0	NM_001005202.1:1
OR1S2	NM_001004459.1	NM_001004459	1.0	NM_001004459.1:1
CPSF7	NM_001142565.2	NM_001142565	1.0	NM_001142565.2:1
TAS2R20	NM_176889.3	NM_176889	3.0	NM_176889.3:3
SBNO1	NM_001167856.3	NM_001167856	13.0	NM_001167856.3:13
KMT5A	NM_020382.7	NM_020382	1.0	NM_020382.7:1
RERGL	NM_024730.3	NM_024730	1.0	NM_024730.3:1;NM_001286201.1:1
SMUG1	NM_014311.2	NM_014311	2.0	NM_014311.2:2
ARHGEF25	NM_182947.4	NM_182947	2.0	NM_182947.4:2
ING4	NM_016162.4	NM_016162	1.0	NM_016162.4:1
CAND1	NM_018448.5	NM_018448	1.0	NM_018448.5:1
NTN4	NM_021229.4	NM_021229	5.0	NM_021229.4:5
MYO16	NM_001198950.3	NM_001198950	52.0	NM_001198950.3:52
SLC46A3	NM_001135919.2	NM_001135919	1.0	NM_001135919.2:1
TRPC4	NM_016179.4	NM_016179	3.0	NM_016179.4:3
ENOX1	NM_017993.5	NM_017993	1.0	NM_017993.5:1
RUBCNL	NM_001286761.2	NM_001286761	2.0	NM_001286761.2:2
SLC25A47	NM_207117.4	NM_207117	1.0	NM_207117.4:1
PPP2R5C	NM_001161725.1	NM_001161725	9.0	NM_001161725.1:9
MDP1	NM_138476.4	NM_138476	1.0	NM_138476.4:1
RPL10L	NM_080746.3	NM_080746	2.0	NM_080746.3:2
SLC8A3	NM_182932.3	NM_182932	11.0	NM_182932.3:11
PCNX1	NM_014982.3	NM_014982	14.0	NM_014982.3:14
PTPN21	NM_007039.4	NM_007039	5.0	NM_007039.4:5
PSMC1	NM_002802.3	NM_002802	2.0	NM_002802.3:2
UNC79	NM_020818.5	NM_020818	1.0	NM_020818.5:1
HHIPL1	NM_001329411.2	NM_001329411	1.0	NM_001329411.2:1
TMCO5A	NM_001330255.1	NM_001330255	1.0	NM_001330255.1:1
CHAC1	NM_024111.6	NM_024111	2.0	NM_024111.6:2
DIS3L	NM_001143688.3	NM_001143688	1.0	NM_001143688.3:1
LMAN1L	NM_021819.3	NM_021819	1.0	NM_021819.3:1
ZSCAN2	NM_181877.4	NM_181877	2.0	NM_181877.4:2
MRPL46	NM_022163.4	NM_022163	1.0	NM_022163.4:1
CRTC3	NM_022769.5	NM_022769	3.0	NM_022769.5:3
SV2B	NM_014848.7	NM_014848	1.0	NM_014848.7:1
PRSS22	NM_022119.4	NM_022119	1.0	NM_022119.4:1
ZNF48	NM_152652.3	NM_152652	1.0	NM_152652.3:1
ITGAD	NM_005353.3	NM_005353	1.0	NM_005353.3:1
NETO2	NM_018092.5	NM_018092	2.0	NM_018092.5:2
LONP2	NM_031490.5	NM_031490	1.0	NM_031490.5:1
PDP2	NM_020786.4	NM_020786	1.0	NM_020786.4:1
TSNAXIP1	NM_001288990.3	NM_001288990	1.0	NM_001288990.3:1
SF3B3	NM_012426.5	NM_012426	1.0	NM_012426.5:1
CTRB1	NM_001906.6	NM_001906	1.0	NM_001906.6:1
ADAT1	NM_012091.5	NM_012091	1.0	NM_012091.5:1
RPUSD1	NM_058192.3	NM_058192	1.0	NM_058192.3:1
ZNF287	NM_020653.4	NM_020653	1.0	NM_020653.4:1
RAB11FIP4	NM_032932.6	NM_032932	1.0	NM_032932.6:1
